t,o,h,l,c,v,datetime_utc,datetime_est
1788485820000,4474.93,4476.81,4474.47,4474.92,480.0,2026-09-04 01:37:00+00:00,2026-09-03 21:37:00+00:00
1788485880000,4474.9,4475.98,4474.49,4474.73,431.0,2026-09-04 01:38:00+00:00,2026-09-03 21:38:00+00:00
1788485940000,4474.74,4475.11,4473.06,4473.48,468.0,2026-09-04 01:39:00+00:00,2026-09-03 21:39:00+00:00
1788486000000,4473.49,4475.0,4473.43,4474.48,520.0,2026-09-04 01:40:00+00:00,2026-09-03 21:40:00+00:00
1788486060000,4474.49,4476.88,4473.39,4473.63,546.0,2026-09-04 01:41:00+00:00,2026-09-03 21:41:00+00:00
1788486120000,4473.63,4475.08,4471.67,4471.82,426.0,2026-09-04 01:42:00+00:00,2026-09-03 21:42:00+00:00
1788486180000,4471.85,4472.32,4471.08,4472.26,389.0,2026-09-04 01:43:00+00:00,2026-09-03 21:43:00+00:00
1788486240000,4472.26,4474.97,4472.09,4473.98,406.0,2026-09-04 01:44:00+00:00,2026-09-03 21:44:00+00:00
1788486300000,4473.94,4473.97,4471.07,4471.24,469.0,2026-09-04 01:45:00+00:00,2026-09-03 21:45:00+00:00
1788486360000,4471.23,4471.4,4470.66,4470.72,308.0,2026-09-04 01:46:00+00:00,2026-09-03 21:46:00+00:00
1788486420000,4470.67,4470.67,4467.06,4468.7,562.0,2026-09-04 01:47:00+00:00,2026-09-03 21:47:00+00:00
1788486480000,4468.7,4469.06,4468.23,4468.73,437.0,2026-09-04 01:48:00+00:00,2026-09-03 21:48:00+00:00
1788486540000,4468.74,4469.91,4468.74,4468.8,396.0,2026-09-04 01:49:00+00:00,2026-09-03 21:49:00+00:00
1788486600000,4468.79,4469.79,4468.1,4469.79,463.0,2026-09-04 01:50:00+00:00,2026-09-03 21:50:00+00:00
1788486660000,4469.87,4469.87,4468.38,4469.29,372.0,2026-09-04 01:51:00+00:00,2026-09-03 21:51:00+00:00
1788486720000,4469.28,4470.76,4468.8,4470.66,350.0,2026-09-04 01:52:00+00:00,2026-09-03 21:52:00+00:00
1788486780000,4470.69,4471.95,4470.64,4471.53,347.0,2026-09-04 01:53:00+00:00,2026-09-03 21:53:00+00:00
1788486840000,4471.52,4473.96,4471.4,4473.61,444.0,2026-09-04 01:54:00+00:00,2026-09-03 21:54:00+00:00
1788486900000,4473.6,4474.99,4473.54,4474.88,331.0,2026-09-04 01:55:00+00:00,2026-09-03 21:55:00+00:00
1788486960000,4474.88,4476.6,4474.88,4476.48,439.0,2026-09-04 01:56:00+00:00,2026-09-03 21:56:00+00:00
1788487020000,4476.52,4478.45,4476.04,4478.17,468.0,2026-09-04 01:57:00+00:00,2026-09-03 21:57:00+00:00
1788487080000,4478.18,4480.57,4478.18,4478.65,482.0,2026-09-04 01:58:00+00:00,2026-09-03 21:58:00+00:00
1788487140000,4478.67,4480.3,4478.44,4478.89,412.0,2026-09-04 01:59:00+00:00,2026-09-03 21:59:00+00:00
1788487200000,4478.94,4480.18,4478.74,4479.69,448.0,2026-09-04 02:00:00+00:00,2026-09-03 22:00:00+00:00
1788487260000,4479.68,4479.75,4478.51,4479.68,372.0,2026-09-04 02:01:00+00:00,2026-09-03 22:01:00+00:00
1788487320000,4479.72,4481.73,4478.6,4481.6,352.0,2026-09-04 02:02:00+00:00,2026-09-03 22:02:00+00:00
1788487380000,4481.61,4482.64,4480.47,4480.53,434.0,2026-09-04 02:03:00+00:00,2026-09-03 22:03:00+00:00
1788487440000,4480.57,4480.98,4480.25,4480.75,293.0,2026-09-04 02:04:00+00:00,2026-09-03 22:04:00+00:00
1788487500000,4480.7,4480.86,4477.93,4478.59,393.0,2026-09-04 02:05:00+00:00,2026-09-03 22:05:00+00:00
1788487560000,4478.6,4479.84,4477.59,4479.63,313.0,2026-09-04 02:06:00+00:00,2026-09-03 22:06:00+00:00
1788487620000,4479.61,4480.18,4479.21,4479.21,343.0,2026-09-04 02:07:00+00:00,2026-09-03 22:07:00+00:00
1788487680000,4479.19,4479.2,4478.08,4478.96,349.0,2026-09-04 02:08:00+00:00,2026-09-03 22:08:00+00:00
1788487740000,4478.97,4479.14,4478.22,4478.76,273.0,2026-09-04 02:09:00+00:00,2026-09-03 22:09:00+00:00
1788487800000,4478.8,4479.87,4478.51,4479.55,352.0,2026-09-04 02:10:00+00:00,2026-09-03 22:10:00+00:00
1788487860000,4479.54,4479.68,4477.28,4477.68,376.0,2026-09-04 02:11:00+00:00,2026-09-03 22:11:00+00:00
1788487920000,4477.69,4480.26,4477.25,4479.04,391.0,2026-09-04 02:12:00+00:00,2026-09-03 22:12:00+00:00
1788487980000,4479.11,4480.31,4478.93,4479.67,281.0,2026-09-04 02:13:00+00:00,2026-09-03 22:13:00+00:00
1788488040000,4479.64,4479.65,4478.75,4479.46,341.0,2026-09-04 02:14:00+00:00,2026-09-03 22:14:00+00:00
1788488100000,4479.39,4479.64,4479.09,4479.16,202.0,2026-09-04 02:15:00+00:00,2026-09-03 22:15:00+00:00
1788488160000,4479.15,4480.3,4478.64,4479.93,242.0,2026-09-04 02:16:00+00:00,2026-09-03 22:16:00+00:00
1788488220000,4479.94,4479.97,4478.19,4478.53,232.0,2026-09-04 02:17:00+00:00,2026-09-03 22:17:00+00:00
1788488280000,4478.53,4478.59,4477.15,4477.73,269.0,2026-09-04 02:18:00+00:00,2026-09-03 22:18:00+00:00
1788488340000,4477.7,4478.9,4477.7,4478.56,218.0,2026-09-04 02:19:00+00:00,2026-09-03 22:19:00+00:00
1788488400000,4478.59,4478.61,4476.41,4476.84,230.0,2026-09-04 02:20:00+00:00,2026-09-03 22:20:00+00:00
1788488460000,4476.88,4477.0,4476.14,4476.28,216.0,2026-09-04 02:21:00+00:00,2026-09-03 22:21:00+00:00
1788488520000,4476.24,4476.28,4474.63,4474.78,287.0,2026-09-04 02:22:00+00:00,2026-09-03 22:22:00+00:00
1788488580000,4474.75,4476.26,4473.97,4476.22,276.0,2026-09-04 02:23:00+00:00,2026-09-03 22:23:00+00:00
1788488640000,4476.21,4477.12,4475.9,4477.12,258.0,2026-09-04 02:24:00+00:00,2026-09-03 22:24:00+00:00
1788488700000,4477.14,4477.67,4476.9,4476.97,223.0,2026-09-04 02:25:00+00:00,2026-09-03 22:25:00+00:00
1788488760000,4476.95,4476.95,4472.55,4473.91,347.0,2026-09-04 02:26:00+00:00,2026-09-03 22:26:00+00:00
1788488820000,4473.9,4474.32,4472.48,4473.22,305.0,2026-09-04 02:27:00+00:00,2026-09-03 22:27:00+00:00
1788488880000,4473.21,4473.62,4471.59,4472.57,388.0,2026-09-04 02:28:00+00:00,2026-09-03 22:28:00+00:00
1788488940000,4472.58,4474.43,4471.94,4473.98,330.0,2026-09-04 02:29:00+00:00,2026-09-03 22:29:00+00:00
1788489000000,4473.97,4476.06,4472.44,4474.31,918.0,2026-09-04 02:30:00+00:00,2026-09-03 22:30:00+00:00
1788489060000,4474.32,4474.5,4471.62,4472.38,509.0,2026-09-04 02:31:00+00:00,2026-09-03 22:31:00+00:00
1788489120000,4472.39,4473.17,4471.44,4472.71,457.0,2026-09-04 02:32:00+00:00,2026-09-03 22:32:00+00:00
1788489180000,4472.68,4473.43,4472.02,4473.42,448.0,2026-09-04 02:33:00+00:00,2026-09-03 22:33:00+00:00
1788489240000,4473.43,4473.75,4470.96,4471.04,481.0,2026-09-04 02:34:00+00:00,2026-09-03 22:34:00+00:00
1788489300000,4471.04,4473.23,4470.37,4472.95,426.0,2026-09-04 02:35:00+00:00,2026-09-03 22:35:00+00:00
1788489360000,4472.95,4473.52,4471.99,4473.39,311.0,2026-09-04 02:36:00+00:00,2026-09-03 22:36:00+00:00
1788489420000,4473.37,4474.34,4472.37,4473.1,382.0,2026-09-04 02:37:00+00:00,2026-09-03 22:37:00+00:00
1788489480000,4473.09,4475.35,4472.61,4475.08,297.0,2026-09-04 02:38:00+00:00,2026-09-03 22:38:00+00:00
1788489540000,4475.05,4477.32,4475.01,4476.54,363.0,2026-09-04 02:39:00+00:00,2026-09-03 22:39:00+00:00
1788489600000,4476.56,4477.33,4476.25,4476.61,378.0,2026-09-04 02:40:00+00:00,2026-09-03 22:40:00+00:00
1788489660000,4476.6,4477.01,4475.76,4476.59,376.0,2026-09-04 02:41:00+00:00,2026-09-03 22:41:00+00:00
1788489720000,4476.58,4476.58,4473.09,4473.56,441.0,2026-09-04 02:42:00+00:00,2026-09-03 22:42:00+00:00
1788489780000,4473.6,4473.75,4471.89,4473.14,339.0,2026-09-04 02:43:00+00:00,2026-09-03 22:43:00+00:00
1788489840000,4473.13,4473.13,4470.93,4470.96,401.0,2026-09-04 02:44:00+00:00,2026-09-03 22:44:00+00:00
1788489900000,4470.92,4472.43,4470.28,4471.99,352.0,2026-09-04 02:45:00+00:00,2026-09-03 22:45:00+00:00
1788489960000,4472.08,4473.51,4471.98,4473.44,341.0,2026-09-04 02:46:00+00:00,2026-09-03 22:46:00+00:00
1788490020000,4473.44,4475.04,4472.8,4474.7,355.0,2026-09-04 02:47:00+00:00,2026-09-03 22:47:00+00:00
1788490080000,4474.71,4475.84,4474.58,4475.09,256.0,2026-09-04 02:48:00+00:00,2026-09-03 22:48:00+00:00
1788490140000,4475.1,4476.07,4474.85,4475.99,363.0,2026-09-04 02:49:00+00:00,2026-09-03 22:49:00+00:00
1788490200000,4476.01,4477.19,4475.35,4476.95,325.0,2026-09-04 02:50:00+00:00,2026-09-03 22:50:00+00:00
1788490260000,4476.93,4477.86,4476.79,4477.34,358.0,2026-09-04 02:51:00+00:00,2026-09-03 22:51:00+00:00
1788490320000,4477.33,4478.24,4476.03,4478.04,358.0,2026-09-04 02:52:00+00:00,2026-09-03 22:52:00+00:00
1788490380000,4478.04,4478.59,4477.31,4477.6,314.0,2026-09-04 02:53:00+00:00,2026-09-03 22:53:00+00:00
1788490440000,4477.58,4479.55,4477.52,4479.55,357.0,2026-09-04 02:54:00+00:00,2026-09-03 22:54:00+00:00
1788490500000,4479.57,4480.68,4479.45,4480.56,374.0,2026-09-04 02:55:00+00:00,2026-09-03 22:55:00+00:00
1788490560000,4480.57,4480.94,4477.55,4477.56,390.0,2026-09-04 02:56:00+00:00,2026-09-03 22:56:00+00:00
1788490620000,4477.52,4477.64,4476.16,4476.81,305.0,2026-09-04 02:57:00+00:00,2026-09-03 22:57:00+00:00
1788490680000,4476.81,4476.94,4476.37,4476.41,182.0,2026-09-04 02:58:00+00:00,2026-09-03 22:58:00+00:00
1788490740000,4476.38,4477.68,4475.97,4477.51,303.0,2026-09-04 02:59:00+00:00,2026-09-03 22:59:00+00:00
1788490800000,4477.52,4477.72,4476.54,4477.0,369.0,2026-09-04 03:00:00+00:00,2026-09-03 23:00:00+00:00
1788490860000,4476.97,4478.75,4476.97,4478.27,305.0,2026-09-04 03:01:00+00:00,2026-09-03 23:01:00+00:00
1788490920000,4478.26,4478.54,4475.95,4475.95,391.0,2026-09-04 03:02:00+00:00,2026-09-03 23:02:00+00:00
1788490980000,4475.96,4476.54,4475.77,4476.33,309.0,2026-09-04 03:03:00+00:00,2026-09-03 23:03:00+00:00
1788491040000,4476.33,4476.77,4475.97,4476.17,260.0,2026-09-04 03:04:00+00:00,2026-09-03 23:04:00+00:00
1788491100000,4476.16,4476.18,4472.03,4473.59,512.0,2026-09-04 03:05:00+00:00,2026-09-03 23:05:00+00:00
1788491160000,4473.67,4474.06,4472.86,4473.53,373.0,2026-09-04 03:06:00+00:00,2026-09-03 23:06:00+00:00
1788491220000,4473.49,4474.47,4473.16,4474.35,303.0,2026-09-04 03:07:00+00:00,2026-09-03 23:07:00+00:00
1788491280000,4474.42,4475.17,4473.89,4474.05,301.0,2026-09-04 03:08:00+00:00,2026-09-03 23:08:00+00:00
1788491340000,4474.03,4474.34,4471.57,4471.99,311.0,2026-09-04 03:09:00+00:00,2026-09-03 23:09:00+00:00
1788491400000,4471.86,4472.23,4471.03,4472.2,335.0,2026-09-04 03:10:00+00:00,2026-09-03 23:10:00+00:00
1788491460000,4472.16,4472.63,4471.12,4471.33,251.0,2026-09-04 03:11:00+00:00,2026-09-03 23:11:00+00:00
1788491520000,4471.34,4471.51,4470.83,4471.09,234.0,2026-09-04 03:12:00+00:00,2026-09-03 23:12:00+00:00
1788491580000,4471.11,4471.42,4470.29,4471.27,296.0,2026-09-04 03:13:00+00:00,2026-09-03 23:13:00+00:00
1788491640000,4471.26,4473.58,4471.21,4473.42,272.0,2026-09-04 03:14:00+00:00,2026-09-03 23:14:00+00:00
1788491700000,4473.45,4474.29,4472.04,4472.62,346.0,2026-09-04 03:15:00+00:00,2026-09-03 23:15:00+00:00
1788491760000,4472.63,4472.92,4471.47,4472.22,263.0,2026-09-04 03:16:00+00:00,2026-09-03 23:16:00+00:00
1788491820000,4472.22,4473.45,4472.22,4473.02,235.0,2026-09-04 03:17:00+00:00,2026-09-03 23:17:00+00:00
1788491880000,4473.04,4473.28,4472.84,4472.92,197.0,2026-09-04 03:18:00+00:00,2026-09-03 23:18:00+00:00
1788491940000,4472.96,4473.01,4472.17,4473.0,192.0,2026-09-04 03:19:00+00:00,2026-09-03 23:19:00+00:00
1788492000000,4472.96,4474.52,4472.11,4474.08,249.0,2026-09-04 03:20:00+00:00,2026-09-03 23:20:00+00:00
1788492060000,4474.06,4474.22,4473.37,4473.79,336.0,2026-09-04 03:21:00+00:00,2026-09-03 23:21:00+00:00
1788492120000,4473.79,4474.15,4472.51,4473.4,288.0,2026-09-04 03:22:00+00:00,2026-09-03 23:22:00+00:00
1788492180000,4473.42,4474.66,4473.37,4473.66,290.0,2026-09-04 03:23:00+00:00,2026-09-03 23:23:00+00:00
1788492240000,4473.67,4473.99,4473.18,4473.77,252.0,2026-09-04 03:24:00+00:00,2026-09-03 23:24:00+00:00
1788492300000,4473.78,4474.3,4473.16,4474.15,303.0,2026-09-04 03:25:00+00:00,2026-09-03 23:25:00+00:00
1788492360000,4474.14,4474.46,4473.51,4474.36,255.0,2026-09-04 03:26:00+00:00,2026-09-03 23:26:00+00:00
1788492420000,4474.42,4474.49,4473.05,4473.47,243.0,2026-09-04 03:27:00+00:00,2026-09-03 23:27:00+00:00
1788492480000,4473.51,4473.64,4472.33,4472.33,214.0,2026-09-04 03:28:00+00:00,2026-09-03 23:28:00+00:00
1788492540000,4472.27,4472.8,4471.89,4472.47,267.0,2026-09-04 03:29:00+00:00,2026-09-03 23:29:00+00:00
1788492600000,4472.48,4474.2,4472.24,4473.15,381.0,2026-09-04 03:30:00+00:00,2026-09-03 23:30:00+00:00
1788492660000,4473.16,4474.06,4472.74,4474.06,320.0,2026-09-04 03:31:00+00:00,2026-09-03 23:31:00+00:00
1788492720000,4474.08,4474.24,4473.36,4473.67,274.0,2026-09-04 03:32:00+00:00,2026-09-03 23:32:00+00:00
1788492780000,4473.64,4475.3,4473.64,4474.7,272.0,2026-09-04 03:33:00+00:00,2026-09-03 23:33:00+00:00
1788492840000,4474.63,4474.95,4474.2,4474.82,211.0,2026-09-04 03:34:00+00:00,2026-09-03 23:34:00+00:00
1788492900000,4474.82,4474.94,4474.39,4474.84,178.0,2026-09-04 03:35:00+00:00,2026-09-03 23:35:00+00:00
1788492960000,4474.79,4474.81,4473.89,4473.93,168.0,2026-09-04 03:36:00+00:00,2026-09-03 23:36:00+00:00
1788493020000,4473.93,4474.97,4473.87,4474.95,119.0,2026-09-04 03:37:00+00:00,2026-09-03 23:37:00+00:00
1788493080000,4474.98,4474.98,4474.07,4474.11,165.0,2026-09-04 03:38:00+00:00,2026-09-03 23:38:00+00:00
1788493140000,4474.12,4474.19,4472.57,4472.91,195.0,2026-09-04 03:39:00+00:00,2026-09-03 23:39:00+00:00
1788493200000,4472.9,4473.24,4472.59,4472.9,204.0,2026-09-04 03:40:00+00:00,2026-09-03 23:40:00+00:00
1788493260000,4472.9,4473.04,4472.27,4472.31,217.0,2026-09-04 03:41:00+00:00,2026-09-03 23:41:00+00:00
1788493320000,4472.31,4472.64,4470.69,4470.99,267.0,2026-09-04 03:42:00+00:00,2026-09-03 23:42:00+00:00
1788493380000,4470.99,4471.16,4470.31,4470.87,233.0,2026-09-04 03:43:00+00:00,2026-09-03 23:43:00+00:00
1788493440000,4470.86,4470.89,4469.21,4469.4,250.0,2026-09-04 03:44:00+00:00,2026-09-03 23:44:00+00:00
1788493500000,4469.36,4469.91,4469.12,4469.76,206.0,2026-09-04 03:45:00+00:00,2026-09-03 23:45:00+00:00
1788493560000,4469.78,4470.11,4469.41,4469.52,192.0,2026-09-04 03:46:00+00:00,2026-09-03 23:46:00+00:00
1788493620000,4469.52,4469.82,4469.06,4469.15,275.0,2026-09-04 03:47:00+00:00,2026-09-03 23:47:00+00:00
1788493680000,4469.14,4469.4,4469.04,4469.25,121.0,2026-09-04 03:48:00+00:00,2026-09-03 23:48:00+00:00
1788493740000,4469.26,4469.68,4469.18,4469.32,252.0,2026-09-04 03:49:00+00:00,2026-09-03 23:49:00+00:00
1788493800000,4469.34,4470.15,4469.29,4469.67,246.0,2026-09-04 03:50:00+00:00,2026-09-03 23:50:00+00:00
1788493860000,4469.67,4469.83,4467.63,4469.41,299.0,2026-09-04 03:51:00+00:00,2026-09-03 23:51:00+00:00
1788493920000,4469.4,4469.64,4468.53,4468.71,215.0,2026-09-04 03:52:00+00:00,2026-09-03 23:52:00+00:00
1788493980000,4468.69,4469.55,4468.38,4469.55,195.0,2026-09-04 03:53:00+00:00,2026-09-03 23:53:00+00:00
1788494040000,4469.55,4469.88,4469.11,4469.55,175.0,2026-09-04 03:54:00+00:00,2026-09-03 23:54:00+00:00
1788494100000,4469.56,4469.93,4469.46,4469.93,119.0,2026-09-04 03:55:00+00:00,2026-09-03 23:55:00+00:00
1788494160000,4469.95,4469.95,4469.48,4469.77,113.0,2026-09-04 03:56:00+00:00,2026-09-03 23:56:00+00:00
1788494220000,4469.76,4469.82,4468.9,4468.94,168.0,2026-09-04 03:57:00+00:00,2026-09-03 23:57:00+00:00
1788494280000,4468.94,4468.95,4467.34,4467.58,205.0,2026-09-04 03:58:00+00:00,2026-09-03 23:58:00+00:00
1788494340000,4467.58,4467.72,4467.07,4467.08,231.0,2026-09-04 03:59:00+00:00,2026-09-03 23:59:00+00:00
1788494400000,4467.07,4467.2,4465.53,4466.06,373.0,2026-09-04 04:00:00+00:00,2026-09-04 00:00:00+00:00
1788494460000,4466.05,4468.89,4465.61,4468.56,315.0,2026-09-04 04:01:00+00:00,2026-09-04 00:01:00+00:00
1788494520000,4468.53,4468.96,4466.81,4466.99,401.0,2026-09-04 04:02:00+00:00,2026-09-04 00:02:00+00:00
1788494580000,4467.02,4468.12,4466.07,4467.51,408.0,2026-09-04 04:03:00+00:00,2026-09-04 00:03:00+00:00
1788494640000,4467.48,4469.33,4467.46,4468.9,248.0,2026-09-04 04:04:00+00:00,2026-09-04 00:04:00+00:00
1788494700000,4468.9,4469.85,4468.42,4468.76,217.0,2026-09-04 04:05:00+00:00,2026-09-04 00:05:00+00:00
1788494760000,4468.76,4468.93,4468.05,4468.06,222.0,2026-09-04 04:06:00+00:00,2026-09-04 00:06:00+00:00
1788494820000,4468.07,4468.42,4467.35,4468.0,243.0,2026-09-04 04:07:00+00:00,2026-09-04 00:07:00+00:00
1788494880000,4468.01,4468.45,4467.67,4468.39,210.0,2026-09-04 04:08:00+00:00,2026-09-04 00:08:00+00:00
1788494940000,4468.38,4469.08,4468.09,4468.17,178.0,2026-09-04 04:09:00+00:00,2026-09-04 00:09:00+00:00
1788495000000,4468.17,4468.53,4467.83,4467.93,234.0,2026-09-04 04:10:00+00:00,2026-09-04 00:10:00+00:00
1788495060000,4467.91,4469.83,4467.91,4469.23,190.0,2026-09-04 04:11:00+00:00,2026-09-04 00:11:00+00:00
1788495120000,4469.21,4469.21,4467.61,4468.14,208.0,2026-09-04 04:12:00+00:00,2026-09-04 00:12:00+00:00
1788495180000,4468.15,4470.08,4468.02,4470.0,242.0,2026-09-04 04:13:00+00:00,2026-09-04 00:13:00+00:00
1788495240000,4469.99,4470.02,4469.25,4469.3,182.0,2026-09-04 04:14:00+00:00,2026-09-04 00:14:00+00:00
1788495300000,4469.28,4469.44,4468.5,4468.56,163.0,2026-09-04 04:15:00+00:00,2026-09-04 00:15:00+00:00
1788495360000,4468.6,4469.21,4468.51,4469.05,174.0,2026-09-04 04:16:00+00:00,2026-09-04 00:16:00+00:00
1788495420000,4469.05,4469.36,4468.44,4469.02,213.0,2026-09-04 04:17:00+00:00,2026-09-04 00:17:00+00:00
1788495480000,4469.01,4469.29,4468.92,4468.98,99.0,2026-09-04 04:18:00+00:00,2026-09-04 00:18:00+00:00
1788495540000,4468.99,4469.7,4468.99,4469.6,164.0,2026-09-04 04:19:00+00:00,2026-09-04 00:19:00+00:00
1788495600000,4469.58,4469.59,4468.67,4469.59,143.0,2026-09-04 04:20:00+00:00,2026-09-04 00:20:00+00:00
1788495660000,4469.63,4469.93,4469.42,4469.86,123.0,2026-09-04 04:21:00+00:00,2026-09-04 00:21:00+00:00
1788495720000,4469.87,4470.43,4469.2,4469.55,191.0,2026-09-04 04:22:00+00:00,2026-09-04 00:22:00+00:00
1788495780000,4469.53,4470.06,4469.21,4469.8,166.0,2026-09-04 04:23:00+00:00,2026-09-04 00:23:00+00:00
1788495840000,4469.83,4470.15,4469.56,4470.15,191.0,2026-09-04 04:24:00+00:00,2026-09-04 00:24:00+00:00
1788495900000,4470.16,4470.16,4469.04,4469.85,183.0,2026-09-04 04:25:00+00:00,2026-09-04 00:25:00+00:00
1788495960000,4469.83,4470.31,4469.45,4470.06,183.0,2026-09-04 04:26:00+00:00,2026-09-04 00:26:00+00:00
1788496020000,4470.07,4470.41,4469.4,4469.99,200.0,2026-09-04 04:27:00+00:00,2026-09-04 00:27:00+00:00
1788496080000,4470.0,4471.42,4470.0,4470.93,189.0,2026-09-04 04:28:00+00:00,2026-09-04 00:28:00+00:00
1788496140000,4470.9,4472.41,4470.82,4471.68,233.0,2026-09-04 04:29:00+00:00,2026-09-04 00:29:00+00:00
1788496200000,4471.69,4473.13,4471.67,4473.13,292.0,2026-09-04 04:30:00+00:00,2026-09-04 00:30:00+00:00
1788496260000,4473.11,4474.74,4472.88,4473.65,345.0,2026-09-04 04:31:00+00:00,2026-09-04 00:31:00+00:00
1788496320000,4473.6,4473.6,4472.6,4472.77,202.0,2026-09-04 04:32:00+00:00,2026-09-04 00:32:00+00:00
1788496380000,4472.79,4473.09,4472.3,4472.5,252.0,2026-09-04 04:33:00+00:00,2026-09-04 00:33:00+00:00
1788496440000,4472.5,4472.5,4472.02,4472.32,158.0,2026-09-04 04:34:00+00:00,2026-09-04 00:34:00+00:00
1788496500000,4472.31,4473.03,4471.93,4472.88,181.0,2026-09-04 04:35:00+00:00,2026-09-04 00:35:00+00:00
1788496560000,4472.88,4474.15,4472.88,4473.25,175.0,2026-09-04 04:36:00+00:00,2026-09-04 00:36:00+00:00
1788496620000,4473.23,4474.2,4473.23,4473.68,165.0,2026-09-04 04:37:00+00:00,2026-09-04 00:37:00+00:00
1788496680000,4473.69,4474.88,4473.61,4473.88,223.0,2026-09-04 04:38:00+00:00,2026-09-04 00:38:00+00:00
1788496740000,4473.92,4474.48,4473.59,4474.41,135.0,2026-09-04 04:39:00+00:00,2026-09-04 00:39:00+00:00
1788496800000,4474.35,4474.74,4473.46,4473.64,234.0,2026-09-04 04:40:00+00:00,2026-09-04 00:40:00+00:00
1788496860000,4473.65,4474.84,4473.65,4474.75,170.0,2026-09-04 04:41:00+00:00,2026-09-04 00:41:00+00:00
1788496920000,4474.7,4474.8,4474.44,4474.47,126.0,2026-09-04 04:42:00+00:00,2026-09-04 00:42:00+00:00
1788496980000,4474.52,4474.87,4474.28,4474.28,113.0,2026-09-04 04:43:00+00:00,2026-09-04 00:43:00+00:00
1788497040000,4474.27,4474.41,4473.54,4473.86,164.0,2026-09-04 04:44:00+00:00,2026-09-04 00:44:00+00:00
1788497100000,4473.81,4474.44,4473.14,4473.43,207.0,2026-09-04 04:45:00+00:00,2026-09-04 00:45:00+00:00
1788497160000,4473.45,4474.49,4473.45,4474.06,167.0,2026-09-04 04:46:00+00:00,2026-09-04 00:46:00+00:00
1788497220000,4474.06,4474.06,4472.82,4472.85,191.0,2026-09-04 04:47:00+00:00,2026-09-04 00:47:00+00:00
1788497280000,4472.86,4473.29,4472.76,4473.01,157.0,2026-09-04 04:48:00+00:00,2026-09-04 00:48:00+00:00
1788497340000,4473.02,4473.77,4472.83,4473.42,152.0,2026-09-04 04:49:00+00:00,2026-09-04 00:49:00+00:00
1788497400000,4473.43,4474.99,4473.43,4474.24,167.0,2026-09-04 04:50:00+00:00,2026-09-04 00:50:00+00:00
1788497460000,4474.25,4474.6,4473.78,4474.4,134.0,2026-09-04 04:51:00+00:00,2026-09-04 00:51:00+00:00
1788497520000,4474.4,4474.64,4474.01,4474.34,138.0,2026-09-04 04:52:00+00:00,2026-09-04 00:52:00+00:00
1788497580000,4474.35,4474.35,4473.46,4473.93,126.0,2026-09-04 04:53:00+00:00,2026-09-04 00:53:00+00:00
1788497640000,4473.94,4474.39,4473.92,4474.38,101.0,2026-09-04 04:54:00+00:00,2026-09-04 00:54:00+00:00
1788497700000,4474.42,4474.52,4474.18,4474.41,98.0,2026-09-04 04:55:00+00:00,2026-09-04 00:55:00+00:00
1788497760000,4474.41,4474.48,4474.08,4474.35,141.0,2026-09-04 04:56:00+00:00,2026-09-04 00:56:00+00:00
1788497820000,4474.35,4474.62,4474.05,4474.42,166.0,2026-09-04 04:57:00+00:00,2026-09-04 00:57:00+00:00
1788497880000,4474.42,4474.43,4473.7,4473.96,144.0,2026-09-04 04:58:00+00:00,2026-09-04 00:58:00+00:00
1788497940000,4473.97,4474.2,4473.76,4473.77,139.0,2026-09-04 04:59:00+00:00,2026-09-04 00:59:00+00:00
1788498000000,4473.78,4474.34,4473.57,4473.87,259.0,2026-09-04 05:00:00+00:00,2026-09-04 01:00:00+00:00
1788498060000,4473.83,4474.6,4471.93,4472.05,244.0,2026-09-04 05:01:00+00:00,2026-09-04 01:01:00+00:00
1788498120000,4472.06,4472.93,4471.41,4472.66,286.0,2026-09-04 05:02:00+00:00,2026-09-04 01:02:00+00:00
1788498180000,4472.67,4472.77,4471.53,4471.87,247.0,2026-09-04 05:03:00+00:00,2026-09-04 01:03:00+00:00
1788498240000,4471.88,4472.2,4470.86,4470.86,255.0,2026-09-04 05:04:00+00:00,2026-09-04 01:04:00+00:00
1788498300000,4470.85,4470.87,4468.95,4468.95,245.0,2026-09-04 05:05:00+00:00,2026-09-04 01:05:00+00:00
1788498360000,4468.93,4469.13,4468.51,4469.11,207.0,2026-09-04 05:06:00+00:00,2026-09-04 01:06:00+00:00
1788498420000,4469.15,4470.02,4469.15,4470.02,218.0,2026-09-04 05:07:00+00:00,2026-09-04 01:07:00+00:00
1788498480000,4470.03,4471.97,4470.03,4471.66,212.0,2026-09-04 05:08:00+00:00,2026-09-04 01:08:00+00:00
1788498540000,4471.66,4471.75,4468.56,4469.24,283.0,2026-09-04 05:09:00+00:00,2026-09-04 01:09:00+00:00
1788498600000,4469.25,4469.42,4468.26,4468.26,203.0,2026-09-04 05:10:00+00:00,2026-09-04 01:10:00+00:00
1788498660000,4468.27,4468.49,4467.4,4468.39,245.0,2026-09-04 05:11:00+00:00,2026-09-04 01:11:00+00:00
1788498720000,4468.37,4469.03,4467.9,4467.9,214.0,2026-09-04 05:12:00+00:00,2026-09-04 01:12:00+00:00
1788498780000,4467.89,4468.49,4467.77,4468.05,219.0,2026-09-04 05:13:00+00:00,2026-09-04 01:13:00+00:00
1788498840000,4468.05,4469.64,4467.98,4469.5,255.0,2026-09-04 05:14:00+00:00,2026-09-04 01:14:00+00:00
